Gene stable ID,Gene stable ID version,HGNC symbol
ENSG00000172116,ENSG00000172116.23,CD8B
ENSG00000172156,ENSG00000172156.4,CCL11
ENSG00000172179,ENSG00000172179.13,PRL
ENSG00000172215,ENSG00000172215.6,CXCR6
ENSG00000172349,ENSG00000172349.19,IL16
ENSG00000172410,ENSG00000172410.5,INSL5
ENSG00000172638,ENSG00000172638.13,EFEMP2
ENSG00000172724,ENSG00000172724.12,CCL19
ENSG00000172752,ENSG00000172752.16,COL6A5
ENSG00000172893,ENSG00000172893.18,DHCR7
ENSG00000173080,ENSG00000173080.6,RXFP4
ENSG00000173198,ENSG00000173198.6,CYSLTR1
ENSG00000173218,ENSG00000173218.15,VANGL1
ENSG00000173250,ENSG00000173250.3,GPR151
ENSG00000173372,ENSG00000173372.18,C1QA
ENSG00000173391,ENSG00000173391.9,OLR1
ENSG00000173402,ENSG00000173402.13,DAG1
ENSG00000173432,ENSG00000173432.13,SAA1
ENSG00000173482,ENSG00000173482.17,PTPRM
ENSG00000173511,ENSG00000173511.10,VEGFB
ENSG00000173530,ENSG00000173530.6,TNFRSF10D
ENSG00000173535,ENSG00000173535.15,TNFRSF10C
ENSG00000173546,ENSG00000173546.7,CSPG4
ENSG00000173578,ENSG00000173578.9,XCR1
ENSG00000173585,ENSG00000173585.18,CCR9
ENSG00000173621,ENSG00000173621.9,LRFN4
ENSG00000173898,ENSG00000173898.16,SPTBN2
ENSG00000173918,ENSG00000173918.15,C1QTNF1
ENSG00000174059,ENSG00000174059.17,CD34
ENSG00000174125,ENSG00000174125.9,TLR1
ENSG00000174130,ENSG00000174130.13,TLR6
ENSG00000174136,ENSG00000174136.13,RGMB
ENSG00000174175,ENSG00000174175.17,SELP
ENSG00000174343,ENSG00000174343.6,CHRNA9
ENSG00000174358,ENSG00000174358.16,SLC6A19
ENSG00000174417,ENSG00000174417.3,TRHR
ENSG00000174469,ENSG00000174469.23,CNTNAP2
ENSG00000174564,ENSG00000174564.13,IL20RB
ENSG00000174600,ENSG00000174600.14,CMKLR1
ENSG00000174697,ENSG00000174697.5,LEP
ENSG00000174775,ENSG00000174775.18,HRAS
ENSG00000174804,ENSG00000174804.4,FZD4
ENSG00000174808,ENSG00000174808.12,BTC
ENSG00000174944,ENSG00000174944.9,P2RY14
ENSG00000174946,ENSG00000174946.7,GPR171
ENSG00000175189,ENSG00000175189.4,INHBC
ENSG00000175206,ENSG00000175206.11,NPPA
ENSG00000175294,ENSG00000175294.6,CATSPER1
ENSG00000175344,ENSG00000175344.19,CHRNA7
ENSG00000175445,ENSG00000175445.17,LPL
ENSG00000175505,ENSG00000175505.11,CLCF1
ENSG00000175868,ENSG00000175868.14,CALCB
ENSG00000175899,ENSG00000175899.15,A2M
ENSG00000176136,ENSG00000176136.6,MC5R
ENSG00000176204,ENSG00000176204.14,LRRTM4
ENSG00000176358,ENSG00000176358.16,TAC4
ENSG00000176406,ENSG00000176406.25,RIMS2
ENSG00000176697,ENSG00000176697.20,BDNF
ENSG00000176797,ENSG00000176797.4,DEFB103A
ENSG00000177047,ENSG00000177047.7,IFNW1
ENSG00000177243,ENSG00000177243.3,DEFB103B
ENSG00000177257,ENSG00000177257.3,DEFB4B
ENSG00000177272,ENSG00000177272.10,KCNA3
ENSG00000177283,ENSG00000177283.8,FZD8
ENSG00000177455,ENSG00000177455.15,CD19
ENSG00000177663,ENSG00000177663.15,IL17RA
ENSG00000177697,ENSG00000177697.19,CD151
ENSG00000177707,ENSG00000177707.11,NECTIN3
ENSG00000177807,ENSG00000177807.11,KCNJ10
ENSG00000178084,ENSG00000178084.2,HTR3C
ENSG00000178235,ENSG00000178235.8,SLITRK1
ENSG00000178394,ENSG00000178394.5,HTR1A
ENSG00000178473,ENSG00000178473.7,UCN3
ENSG00000178562,ENSG00000178562.19,CD28
ENSG00000178568,ENSG00000178568.16,ERBB4
ENSG00000178726,ENSG00000178726.7,THBD
ENSG00000179097,ENSG00000179097.7,HTR1F
ENSG00000179142,ENSG00000179142.2,CYP11B2
ENSG00000179218,ENSG00000179218.15,CALR
ENSG00000179222,ENSG00000179222.18,MAGED1
ENSG00000179399,ENSG00000179399.16,GPC5
ENSG00000179542,ENSG00000179542.16,SLITRK4
ENSG00000179546,ENSG00000179546.5,HTR1D
ENSG00000179639,ENSG00000179639.11,FCER1A
ENSG00000179776,ENSG00000179776.20,CDH5
ENSG00000179902,ENSG00000179902.13,CFAP276
ENSG00000179915,ENSG00000179915.25,NRXN1
ENSG00000179934,ENSG00000179934.7,CCR8
ENSG00000180016,ENSG00000180016.2,OR1E1
ENSG00000180176,ENSG00000180176.15,TH
ENSG00000180210,ENSG00000180210.15,F2
ENSG00000180340,ENSG00000180340.7,FZD2
ENSG00000180616,ENSG00000180616.9,SSTR2
ENSG00000180720,ENSG00000180720.8,CHRM4
ENSG00000180739,ENSG00000180739.15,S1PR5
ENSG00000180772,ENSG00000180772.8,AGTR2
ENSG00000180871,ENSG00000180871.8,CXCR2
ENSG00000180875,ENSG00000180875.5,GREM2
ENSG00000180914,ENSG00000180914.11,OXTR
ENSG00000181072,ENSG00000181072.12,CHRM2
ENSG00000181092,ENSG00000181092.10,ADIPOQ
ENSG00000181104,ENSG00000181104.7,F2R
ENSG00000181195,ENSG00000181195.11,PENK
ENSG00000181374,ENSG00000181374.8,CCL13
ENSG00000181408,ENSG00000181408.5,UTS2R
ENSG00000181619,ENSG00000181619.12,GPR135
ENSG00000181634,ENSG00000181634.8,TNFSF15
ENSG00000181790,ENSG00000181790.13,ADGRB1
ENSG00000181847,ENSG00000181847.12,TIGIT
ENSG00000182168,ENSG00000182168.16,UNC5C
ENSG00000182175,ENSG00000182175.15,RGMA
ENSG00000182220,ENSG00000182220.15,ATP6AP2
ENSG00000182393,ENSG00000182393.3,IFNL1
ENSG00000182492,ENSG00000182492.16,BGN
ENSG00000182575,ENSG00000182575.8,NXPH3
ENSG00000182578,ENSG00000182578.14,CSF1R
ENSG00000182580,ENSG00000182580.3,EPHB3
ENSG00000182585,ENSG00000182585.10,EPGN
ENSG00000182631,ENSG00000182631.7,RXFP3
ENSG00000182687,ENSG00000182687.4,GALR2
ENSG00000182871,ENSG00000182871.16,COL18A1
ENSG00000183024,ENSG00000183024.4,OR1G1
ENSG00000183087,ENSG00000183087.15,GAS6
ENSG00000183098,ENSG00000183098.12,GPC6
ENSG00000183134,ENSG00000183134.5,PTGDR2
ENSG00000183395,ENSG00000183395.5,PMCH
ENSG00000183579,ENSG00000183579.16,ZNRF3
ENSG00000183625,ENSG00000183625.16,CCR3
ENSG00000183662,ENSG00000183662.12,TAFA1
ENSG00000183671,ENSG00000183671.13,CMKLR2
ENSG00000183682,ENSG00000183682.8,BMP8A
ENSG00000183691,ENSG00000183691.6,NOG
ENSG00000183695,ENSG00000183695.3,MRGPRX2
ENSG00000183709,ENSG00000183709.8,IFNL2
ENSG00000183762,ENSG00000183762.13,KREMEN1
ENSG00000183813,ENSG00000183813.8,CCR4
ENSG00000183840,ENSG00000183840.8,GPR39
ENSG00000183862,ENSG00000183862.6,CNGA2
ENSG00000183873,ENSG00000183873.20,SCN5A
ENSG00000183971,ENSG00000183971.10,NPW
ENSG00000183979,ENSG00000183979.8,NPB
ENSG00000184144,ENSG00000184144.12,CNTN2
ENSG00000184156,ENSG00000184156.18,KCNQ3
ENSG00000184160,ENSG00000184160.8,ADRA2C
ENSG00000184254,ENSG00000184254.18,ALDH1A3
ENSG00000184344,ENSG00000184344.4,GDF3
ENSG00000184347,ENSG00000184347.16,SLIT3
ENSG00000184349,ENSG00000184349.14,EFNA5
ENSG00000184371,ENSG00000184371.14,CSF1
ENSG00000184408,ENSG00000184408.10,KCND2
ENSG00000184451,ENSG00000184451.5,CCR10
ENSG00000184500,ENSG00000184500.16,PROS1
ENSG00000184502,ENSG00000184502.4,GAST
ENSG00000184564,ENSG00000184564.11,SLITRK6
ENSG00000184613,ENSG00000184613.11,NELL2
ENSG00000184730,ENSG00000184730.12,APOBR
ENSG00000184845,ENSG00000184845.4,DRD1
ENSG00000184916,ENSG00000184916.9,JAG2
ENSG00000184984,ENSG00000184984.10,CHRM5
ENSG00000184995,ENSG00000184995.7,IFNE
ENSG00000185008,ENSG00000185008.19,ROBO2
ENSG00000185010,ENSG00000185010.15,F8
ENSG00000185033,ENSG00000185033.15,SEMA4B
ENSG00000185070,ENSG00000185070.12,FLRT2
ENSG00000185149,ENSG00000185149.6,NPY2R
ENSG00000185231,ENSG00000185231.5,MC2R
ENSG00000185245,ENSG00000185245.9,GP1BA
ENSG00000185269,ENSG00000185269.12,NOTUM
ENSG00000185291,ENSG00000185291.12,IL3RA
ENSG00000185303,ENSG00000185303.17,SFTPA2
ENSG00000185313,ENSG00000185313.9,SCN10A
ENSG00000185339,ENSG00000185339.10,TCN2
ENSG00000185436,ENSG00000185436.12,IFNLR1
ENSG00000185483,ENSG00000185483.13,ROR1
ENSG00000185518,ENSG00000185518.12,SV2B
ENSG00000185559,ENSG00000185559.16,DLK1
ENSG00000185624,ENSG00000185624.16,P4HB
ENSG00000185652,ENSG00000185652.12,NTF3
ENSG00000185737,ENSG00000185737.13,NRG3
ENSG00000185760,ENSG00000185760.18,KCNQ5
ENSG00000185885,ENSG00000185885.17,IFITM1
ENSG00000185896,ENSG00000185896.11,LAMP1
ENSG00000185920,ENSG00000185920.19,PTCH1
ENSG00000185924,ENSG00000185924.7,RTN4RL1
ENSG00000185985,ENSG00000185985.11,SLITRK2
ENSG00000186038,ENSG00000186038.9,HTR3E
ENSG00000186090,ENSG00000186090.11,HTR3D
ENSG00000186265,ENSG00000186265.11,BTLA
ENSG00000186340,ENSG00000186340.17,THBS2
ENSG00000186350,ENSG00000186350.12,RXRA
ENSG00000186501,ENSG00000186501.15,TMEM222
ENSG00000186803,ENSG00000186803.3,IFNA10
ENSG00000186810,ENSG00000186810.8,CXCR3
ENSG00000186827,ENSG00000186827.12,TNFRSF4
ENSG00000186834,ENSG00000186834.4,HEXIM1
ENSG00000186867,ENSG00000186867.11,QRFPR
ENSG00000186891,ENSG00000186891.14,TNFRSF18
ENSG00000186895,ENSG00000186895.4,FGF3
ENSG00000186897,ENSG00000186897.5,C1QL4
ENSG00000186951,ENSG00000186951.17,PPARA
ENSG00000187045,ENSG00000187045.19,TMPRSS6
ENSG00000187094,ENSG00000187094.12,CCK
ENSG00000187122,ENSG00000187122.17,SLIT1
ENSG00000187151,ENSG00000187151.7,ANGPTL5
ENSG00000187244,ENSG00000187244.12,BCAM
ENSG00000187258,ENSG00000187258.14,NPSR1
ENSG00000187266,ENSG00000187266.14,EPOR
ENSG00000187323,ENSG00000187323.13,DCC
ENSG00000187474,ENSG00000187474.5,FPR3
ENSG00000187498,ENSG00000187498.17,COL4A1
ENSG00000187514,ENSG00000187514.17,PTMA
ENSG00000187554,ENSG00000187554.15,TLR5
ENSG00000187714,ENSG00000187714.7,SLC18A3
ENSG00000187764,ENSG00000187764.12,SEMA4D
ENSG00000187955,ENSG00000187955.13,COL14A1
ENSG00000188064,ENSG00000188064.10,WNT7B
ENSG00000188153,ENSG00000188153.14,COL4A5
ENSG00000188157,ENSG00000188157.16,AGRN
ENSG00000188211,ENSG00000188211.9,NCR3LG1
ENSG00000188293,ENSG00000188293.6,IGFL1
ENSG00000188372,ENSG00000188372.15,ZP3
ENSG00000188373,ENSG00000188373.5,GPR15LG
ENSG00000188379,ENSG00000188379.7,IFNA2
ENSG00000188389,ENSG00000188389.12,PDCD1
ENSG00000188393,ENSG00000188393.9,CLEC2A
ENSG00000188404,ENSG00000188404.10,SELL
ENSG00000188624,ENSG00000188624.3,IGFL3
ENSG00000188710,ENSG00000188710.3,QRFP
ENSG00000188729,ENSG00000188729.7,OSTN
ENSG00000188763,ENSG00000188763.5,FZD9
ENSG00000188778,ENSG00000188778.6,ADRB3
ENSG00000188822,ENSG00000188822.8,CNR2
ENSG00000188958,ENSG00000188958.10,UTS2B
ENSG00000189013,ENSG00000189013.16,KIR2DL4
ENSG00000189052,ENSG00000189052.7,CGB5
ENSG00000189056,ENSG00000189056.15,RELN
ENSG00000189058,ENSG00000189058.9,APOD
ENSG00000189143,ENSG00000189143.10,CLDN4
ENSG00000189403,ENSG00000189403.15,HMGB1
ENSG00000196083,ENSG00000196083.11,IL1RAP
ENSG00000196101,ENSG00000196101.10,HLA-DRB3
ENSG00000196126,ENSG00000196126.12,HLA-DRB1
ENSG00000196139,ENSG00000196139.14,AKR1C3
ENSG00000196154,ENSG00000196154.12,S100A4
ENSG00000196159,ENSG00000196159.14,FAT4
ENSG00000196189,ENSG00000196189.14,SEMA4A
ENSG00000196277,ENSG00000196277.17,GRM7
ENSG00000196338,ENSG00000196338.15,NLGN3
ENSG00000196352,ENSG00000196352.18,CD55
ENSG00000196358,ENSG00000196358.12,NTNG2
ENSG00000196411,ENSG00000196411.10,EPHB4
ENSG00000196433,ENSG00000196433.13,ASMT
ENSG00000196468,ENSG00000196468.8,FGF16
ENSG00000196502,ENSG00000196502.15,SULT1A1
ENSG00000196569,ENSG00000196569.14,LAMA2
ENSG00000196576,ENSG00000196576.16,PLXNB2
ENSG00000196611,ENSG00000196611.6,MMP1
ENSG00000196639,ENSG00000196639.7,HRH1
ENSG00000196664,ENSG00000196664.5,TLR7
ENSG00000196735,ENSG00000196735.13,HLA-DQA1
ENSG00000196776,ENSG00000196776.17,CD47
ENSG00000196811,ENSG00000196811.13,CHRNG
ENSG00000196876,ENSG00000196876.19,SCN8A
ENSG00000196878,ENSG00000196878.15,LAMB3
ENSG00000197046,ENSG00000197046.12,SIGLEC15
ENSG00000197081,ENSG00000197081.16,IGF2R
ENSG00000197110,ENSG00000197110.10,IFNL3
ENSG00000197249,ENSG00000197249.14,SERPINA1
ENSG00000197272,ENSG00000197272.2,IL27
ENSG00000197273,ENSG00000197273.4,GUCA2A
ENSG00000197405,ENSG00000197405.8,C5AR1
ENSG00000197461,ENSG00000197461.13,PDGFA
ENSG00000197465,ENSG00000197465.14,GYPE
ENSG00000197467,ENSG00000197467.17,COL13A1
ENSG00000197471,ENSG00000197471.12,SPN
ENSG00000197487,ENSG00000197487.9,GALP
ENSG00000197565,ENSG00000197565.17,COL4A6
ENSG00000197594,ENSG00000197594.14,ENPP1
ENSG00000197614,ENSG00000197614.11,MFAP5
ENSG00000197635,ENSG00000197635.11,DPP4
ENSG00000197646,ENSG00000197646.8,PDCD1LG2
ENSG00000197694,ENSG00000197694.19,SPTAN1
ENSG00000197696,ENSG00000197696.10,NMB
ENSG00000197721,ENSG00000197721.17,CR1L
ENSG00000197746,ENSG00000197746.15,PSAP
ENSG00000197822,ENSG00000197822.12,OCLN
ENSG00000197919,ENSG00000197919.6,IFNA1
ENSG00000197965,ENSG00000197965.12,MPZL1
ENSG00000197993,ENSG00000197993.9,KEL
ENSG00000198001,ENSG00000198001.16,IRAK4
ENSG00000198049,ENSG00000198049.7,AVPR1B
ENSG00000198053,ENSG00000198053.12,SIRPA
ENSG00000198121,ENSG00000198121.15,LPAR1
ENSG00000198223,ENSG00000198223.19,CSF2RA
ENSG00000198400,ENSG00000198400.14,NTRK1
ENSG00000198457,ENSG00000198457.13,CYP21A2
ENSG00000198502,ENSG00000198502.7,HLA-DRB5
ENSG00000198668,ENSG00000198668.14,CALM1
ENSG00000198670,ENSG00000198670.13,LPA
ENSG00000198719,ENSG00000198719.9,DLL1
ENSG00000198753,ENSG00000198753.12,PLXNB3
ENSG00000198821,ENSG00000198821.12,CD247
ENSG00000198822,ENSG00000198822.11,GRM3
ENSG00000198910,ENSG00000198910.14,L1CAM
ENSG00000198959,ENSG00000198959.12,TGM2
ENSG00000198963,ENSG00000198963.11,RORB
ENSG00000203618,ENSG00000203618.6,GP1BB
ENSG00000203710,ENSG00000203710.12,CR1
ENSG00000204174,ENSG00000204174.8,NPY4R
ENSG00000204217,ENSG00000204217.16,BMPR2
ENSG00000204252,ENSG00000204252.14,HLA-DOA
ENSG00000204257,ENSG00000204257.15,HLA-DMA
ENSG00000204262,ENSG00000204262.14,COL5A2
ENSG00000204287,ENSG00000204287.14,HLA-DRA
ENSG00000204301,ENSG00000204301.6,NOTCH4
ENSG00000204389,ENSG00000204389.10,HSPA1A
ENSG00000204414,ENSG00000204414.14,CSHL1
ENSG00000204428,ENSG00000204428.12,LY6G5C
ENSG00000204463,ENSG00000204463.14,BAG6
ENSG00000204475,ENSG00000204475.10,NCR3
ENSG00000204487,ENSG00000204487.8,LTB
ENSG00000204490,ENSG00000204490.3,TNF
ENSG00000204525,ENSG00000204525.18,HLA-C
ENSG00000204542,ENSG00000204542.3,C6orf15
ENSG00000204580,ENSG00000204580.14,DDR1
ENSG00000204592,ENSG00000204592.9,HLA-E
ENSG00000204632,ENSG00000204632.13,HLA-G
ENSG00000204640,ENSG00000204640.1,NMS
ENSG00000204642,ENSG00000204642.14,HLA-F
ENSG00000204655,ENSG00000204655.12,MOG
ENSG00000204671,ENSG00000204671.2,IL31
ENSG00000204852,ENSG00000204852.17,TCTN1
ENSG00000204866,ENSG00000204866.9,IGFL2
ENSG00000204882,ENSG00000204882.4,GPR20
ENSG00000204936,ENSG00000204936.10,CD177
ENSG00000204983,ENSG00000204983.15,PRSS1
ENSG00000205213,ENSG00000205213.14,LGR4
ENSG00000205336,ENSG00000205336.14,ADGRG1
ENSG00000205755,ENSG00000205755.13,CRLF2
ENSG00000205808,ENSG00000205808.7,PLPP6
ENSG00000205809,ENSG00000205809.11,KLRC2
ENSG00000206291,ENSG00000206291.10,HLA-DPA1
ENSG00000206292,ENSG00000206292.13,HLA-DOA
ENSG00000206301,ENSG00000206301.9,HLA-DQA2
ENSG00000206305,ENSG00000206305.12,HLA-DQA1
ENSG00000206308,ENSG00000206308.11,HLA-DRA
ENSG00000206338,ENSG00000206338.9,CYP21A2
ENSG00000206340,ENSG00000206340.10,C4A
ENSG00000206384,ENSG00000206384.11,COL6A6
ENSG00000206404,ENSG00000206404.11,LY6G5C
ENSG00000206430,ENSG00000206430.8,NCR3
ENSG00000206437,ENSG00000206437.10,LTB
ENSG00000206439,ENSG00000206439.5,TNF
ENSG00000206461,ENSG00000206461.4,C6orf15
ENSG00000206493,ENSG00000206493.7,HLA-E
ENSG00000206503,ENSG00000206503.15,HLA-A
ENSG00000206506,ENSG00000206506.10,HLA-G
ENSG00000206509,ENSG00000206509.13,HLA-F
ENSG00000206561,ENSG00000206561.14,COLQ
ENSG00000213030,ENSG00000213030.6,CGB8
ENSG00000213088,ENSG00000213088.14,ACKR1
ENSG00000213199,ENSG00000213199.8,ASIC3
ENSG00000213218,ENSG00000213218.11,CSH2
ENSG00000213316,ENSG00000213316.10,LTC4S
ENSG00000213413,ENSG00000213413.3,PVRIG
ENSG00000213416,ENSG00000213416.4,KRTAP4-12
ENSG00000213420,ENSG00000213420.8,GPC2
ENSG00000213694,ENSG00000213694.7,S1PR3
ENSG00000213809,ENSG00000213809.9,KLRK1
ENSG00000213903,ENSG00000213903.9,LTB4R
ENSG00000213906,ENSG00000213906.10,LTB4R2
ENSG00000213927,ENSG00000213927.4,CCL27
ENSG00000213949,ENSG00000213949.10,ITGA1
ENSG00000213977,ENSG00000213977.8,TAX1BP3
ENSG00000214042,ENSG00000214042.1,IFNA7
ENSG00000214285,ENSG00000214285.3,NPS
ENSG00000215048,ENSG00000215048.13,HLA-DPB1
ENSG00000215328,ENSG00000215328.6,HSPA1A
ENSG00000215522,ENSG00000215522.11,DDR1
ENSG00000215644,ENSG00000215644.10,GCGR
ENSG00000215788,ENSG00000215788.11,TNFRSF25
ENSG00000218336,ENSG00000218336.9,TENM3
ENSG00000219073,ENSG00000219073.8,CELA3B
ENSG00000219438,ENSG00000219438.9,TAFA5
ENSG00000221866,ENSG00000221866.10,PLXNA4
ENSG00000221983,ENSG00000221983.8,UBA52
ENSG00000223355,ENSG00000223355.5,NOTCH4
ENSG00000223448,ENSG00000223448.7,LTB
ENSG00000223793,ENSG00000223793.7,HLA-DQA2
ENSG00000223833,ENSG00000223833.6,NCR3
ENSG00000223865,ENSG00000223865.12,HLA-DPB1
ENSG00000223952,ENSG00000223952.3,TNF
ENSG00000223953,ENSG00000223953.6,C1QTNF5
ENSG00000224103,ENSG00000224103.7,HLA-DPA1
ENSG00000224105,ENSG00000224105.2,C6orf15
ENSG00000224389,ENSG00000224389.9,C4B
ENSG00000225103,ENSG00000225103.3,HLA-DQA2
ENSG00000225201,ENSG00000225201.6,HLA-E
ENSG00000225211,ENSG00000225211.6,NCR3
ENSG00000225543,ENSG00000225543.2,C6orf15
ENSG00000225824,ENSG00000225824.8,HLA-DQB1
ENSG00000225950,ENSG00000225950.9,NTF4
ENSG00000226260,ENSG00000226260.9,HLA-DRA
ENSG00000226264,ENSG00000226264.10,HLA-DMB
ENSG00000226404,ENSG00000226404.9,LY6G5C
ENSG00000226826,ENSG00000226826.10,HLA-DPB1
ENSG00000226979,ENSG00000226979.9,LTA
ENSG00000227357,ENSG00000227357.3,HLA-DRB4
ENSG00000227507,ENSG00000227507.3,LTB
ENSG00000227746,ENSG00000227746.10,C4A
ENSG00000227761,ENSG00000227761.10,BAG6
ENSG00000227993,ENSG00000227993.9,HLA-DRA
ENSG00000228083,ENSG00000228083.3,IFNA14
ENSG00000228163,ENSG00000228163.8,HLA-DPA1
ENSG00000228267,ENSG00000228267.8,C4B
ENSG00000228321,ENSG00000228321.3,TNF
ENSG00000228454,ENSG00000228454.7,C4B
ENSG00000228760,ENSG00000228760.10,BAG6
ENSG00000228849,ENSG00000228849.3,TNF
ENSG00000228883,ENSG00000228883.9,LY6G5C
ENSG00000228987,ENSG00000228987.9,HLA-DRA
ENSG00000229252,ENSG00000229252.6,HLA-E
ENSG00000229314,ENSG00000229314.6,ORM1
ENSG00000229353,ENSG00000229353.10,TNXB
ENSG00000229432,ENSG00000229432.2,C6orf15
ENSG00000229524,ENSG00000229524.10,BAG6
ENSG00000229685,ENSG00000229685.8,HLA-DPA1
ENSG00000229698,ENSG00000229698.11,HLA-F
ENSG00000230108,ENSG00000230108.3,TNF
ENSG00000230141,ENSG00000230141.11,HLA-DOA
ENSG00000230254,ENSG00000230254.7,HLA-E
ENSG00000230279,ENSG00000230279.8,LTA
ENSG00000230413,ENSG00000230413.9,HLA-G
ENSG00000230456,ENSG00000230456.10,DDR1
ENSG00000230726,ENSG00000230726.9,HLA-DRA
ENSG00000230763,ENSG00000230763.11,HLA-DPB1
ENSG00000230885,ENSG00000230885.9,MOG
ENSG00000231021,ENSG00000231021.10,HLA-DRB4
ENSG00000231286,ENSG00000231286.7,HLA-DQB1
ENSG00000231314,ENSG00000231314.7,LTB
ENSG00000231325,ENSG00000231325.9,LY6G5C
ENSG00000231389,ENSG00000231389.8,HLA-DPA1
ENSG00000231408,ENSG00000231408.8,LTA
ENSG00000231526,ENSG00000231526.3,HLA-DQA2
ENSG00000231558,ENSG00000231558.11,HLA-DOA
ENSG00000231624,ENSG00000231624.2,C6orf15
ENSG00000231679,ENSG00000231679.8,HLA-DRB3
ENSG00000231823,ENSG00000231823.3,HLA-DQA2
ENSG00000231852,ENSG00000231852.9,CYP21A2
ENSG00000232062,ENSG00000232062.9,HLA-DQA1
ENSG00000232414,ENSG00000232414.6,CYP21A2
ENSG00000232641,ENSG00000232641.10,MOG
ENSG00000232810,ENSG00000232810.5,TNF
ENSG00000232957,ENSG00000232957.11,HLA-DOA
ENSG00000232962,ENSG00000232962.11,HLA-DOA
ENSG00000233056,ENSG00000233056.4,ERVH48-1
ENSG00000233095,ENSG00000233095.8,HLA-G
ENSG00000233151,ENSG00000233151.6,CYP21A2
ENSG00000233192,ENSG00000233192.7,HLA-DQA2
ENSG00000233209,ENSG00000233209.6,HLA-DQB1
ENSG00000233312,ENSG00000233312.9,C4B_2
ENSG00000233348,ENSG00000233348.10,BAG6
ENSG00000233816,ENSG00000233816.4,IFNA13
ENSG00000233904,ENSG00000233904.6,HLA-E
ENSG00000234078,ENSG00000234078.10,DDR1
ENSG00000234096,ENSG00000234096.9,MOG
ENSG00000234154,ENSG00000234154.10,HLA-DMB
ENSG00000234475,ENSG00000234475.5,HSPA1A
ENSG00000234623,ENSG00000234623.9,MOG
ENSG00000234651,ENSG00000234651.10,BAG6
ENSG00000234745,ENSG00000234745.14,HLA-B
ENSG00000234794,ENSG00000234794.9,HLA-DRA
ENSG00000234829,ENSG00000234829.4,IFNA17
ENSG00000234876,ENSG00000234876.5,NOTCH4
ENSG00000234906,ENSG00000234906.11,APOC2
ENSG00000235134,ENSG00000235134.7,CYP21A2
ENSG00000235220,ENSG00000235220.10,HLA-F
ENSG00000235346,ENSG00000235346.9,HLA-G
ENSG00000235680,ENSG00000235680.8,HLA-G
ENSG00000235718,ENSG00000235718.9,MFRP
ENSG00000235744,ENSG00000235744.11,HLA-DOA
ENSG00000235844,ENSG00000235844.8,HLA-DPA1
ENSG00000235941,ENSG00000235941.5,HSPA1A
ENSG00000236177,ENSG00000236177.9,HLA-DPA1
ENSG00000236236,ENSG00000236236.9,TNXB
ENSG00000236237,ENSG00000236237.7,LTB
ENSG00000236315,ENSG00000236315.6,NCR3
ENSG00000236561,ENSG00000236561.9,MOG
ENSG00000236625,ENSG00000236625.8,C4B
ENSG00000236632,ENSG00000236632.5,HLA-E
ENSG00000236637,ENSG00000236637.5,IFNA4
ENSG00000236693,ENSG00000236693.11,HLA-DPB1
ENSG00000236925,ENSG00000236925.7,LTB
ENSG00000236979,ENSG00000236979.6,NCR3
ENSG00000237103,ENSG00000237103.6,NCR3
ENSG00000237216,ENSG00000237216.8,HLA-G
ENSG00000237495,ENSG00000237495.9,LY6G5C
ENSG00000237508,ENSG00000237508.10,HLA-F
ENSG00000237541,ENSG00000237541.4,HLA-DQA2
ENSG00000237710,ENSG00000237710.10,HLA-DPB1
ENSG00000237724,ENSG00000237724.5,HSPA1A
ENSG00000237808,ENSG00000237808.6,NCR3
ENSG00000237834,ENSG00000237834.9,MOG
ENSG00000238114,ENSG00000238114.7,LTB
ENSG00000238196,ENSG00000238196.5,NOTCH4
ENSG00000239329,ENSG00000239329.8,HLA-DMB
ENSG00000239457,ENSG00000239457.6,HLA-DOB
ENSG00000239463,ENSG00000239463.7,HLA-DMA
ENSG00000239697,ENSG00000239697.12,TNFSF12
ENSG00000239732,ENSG00000239732.4,TLR9
ENSG00000239961,ENSG00000239961.3,LILRA4
ENSG00000239974,ENSG00000239974.6,EGFL8
ENSG00000240389,ENSG00000240389.5,EGFL8
ENSG00000240403,ENSG00000240403.6,KIR3DL2
ENSG00000240505,ENSG00000240505.9,TNFRSF13B
ENSG00000240583,ENSG00000240583.14,AQP1
ENSG00000240592,ENSG00000240592.5,EGFL8
ENSG00000240972,ENSG00000240972.2,MIF
ENSG00000241106,ENSG00000241106.8,HLA-DOB
ENSG00000241186,ENSG00000241186.10,CRIPTO
ENSG00000241296,ENSG00000241296.8,HLA-DMB
ENSG00000241386,ENSG00000241386.6,HLA-DOB
ENSG00000241404,ENSG00000241404.7,EGFL8
ENSG00000241563,ENSG00000241563.4,CORT
ENSG00000241674,ENSG00000241674.8,HLA-DMB
ENSG00000241910,ENSG00000241910.5,HLA-DOB
ENSG00000242038,ENSG00000242038.5,EGFL8
ENSG00000242092,ENSG00000242092.8,HLA-DMB
ENSG00000242361,ENSG00000242361.7,HLA-DMA
ENSG00000242386,ENSG00000242386.8,HLA-DMB
ENSG00000242574,ENSG00000242574.9,HLA-DMB
ENSG00000242685,ENSG00000242685.7,HLA-DMA
ENSG00000242689,ENSG00000242689.3,CNTF
ENSG00000243189,ENSG00000243189.7,HLA-DMA
ENSG00000243215,ENSG00000243215.7,HLA-DMA
ENSG00000243364,ENSG00000243364.8,EFNA4
ENSG00000243496,ENSG00000243496.6,HLA-DOB
